,percent_monthly_change,percent_yearly_change,percent_change_week,52weekHigh,52weekLow,percent_ADR/GDR,percent_div_yeild,eps_ttm,FIIs,FV,percent_foreign_collaborators,percent_freefloat,percent_indian_promoters,percent_indian_inst_mutual_funds,market_cap,num_of_shares,P/CF,P/E,percent_pledged_promoter_holding,price,sector,shareholders,volume,incorporate_year,cluster
WHEEL,0.066,-0.255,0.055999999999999994,720.0,284.2,0.0,3.5,45.0,0.0,10.0,0.342,0.19399999999999998,0.408,0.055999999999999994,5498000000.0,12030000.0,3.6,10.2,0.0,457.0,2.0,7001.0,1800.0,1960.0,14
WHRP,0.018000000000000002,0.474,0.13699999999999998,2570.0,1343.0,0.0,0.2,23.8,0.085,10.0,0.75,0.10800000000000001,0.0,0.057999999999999996,287234000000.0,126870000.0,55.1,95.1,0.0,2264.0,13.0,37308.0,100.0,1960.0,13
WIRE,0.0,-0.031,0.063,2.8,0.5,0.0,0.0,-4.0,0.079,1.0,0.3,0.17,0.428,0.023,1136000000.0,614210000.0,1.1,-0.5,0.446,1.9,27.0,124259.0,2900.0,2006.0,14
WLCH,0.151,0.1,0.054000000000000006,81.4,22.2,0.0,0.0,-17.2,0.003,2.0,0.131,0.39,0.419,0.057,2313000000.0,38100000.0,30.3,-3.5,0.0,60.7,6.0,73739.0,100.0,1908.0,14
WLSP,0.349,-0.002,0.033,59.3,18.3,0.0,0.1,5.2,0.017,1.0,0.0,0.18899999999999997,0.733,0.061,49045000000.0,1004000000.0,7.4,9.4,0.0,48.9,47.0,38598.0,100.0,1985.0,5
WMPL,0.294,-0.008,0.17,459.0,211.0,0.0,1.7,37.7,0.001,10.0,0.0,0.23199999999999998,0.75,0.017,4873000000.0,12000000.0,8.2,10.8,0.0,406.0,37.0,5076.0,0.0,1988.0,14
WNDT,0.084,0.293,0.126,3390.0,1590.0,0.0,0.9,50.2,0.0,10.0,0.39899999999999997,0.20199999999999999,0.39899999999999997,0.001,5564000000.0,2000000.0,23.7,55.5,0.0,2782.0,6.0,4465.0,0.0,1920.0,14
WOCK,0.245,0.306,0.035,411.6,147.2,0.001,0.0,-5.7,0.077,5.0,0.0,0.154,0.745,0.023,36478000000.0,110040000.0,-7.1,-57.7,0.0,331.5,35.0,67757.0,1500.0,1973.0,5
WOND,0.389,-0.233,0.08,300.0,105.0,0.0,1.0,11.5,0.11199999999999999,10.0,0.0,0.307,0.6940000000000001,0.062,10400000000.0,56510000.0,11.0,16.1,0.0,184.1,30.0,27010.0,300.0,2000.0,14
WPRO,0.011000000000000001,0.098,-0.031,290.7,159.6,0.019,0.5,21.6,0.10099999999999999,2.0,0.0,0.11,0.735,0.035,1237594000000.0,4525020000.0,11.3,12.7,0.0,273.5,42.0,210471.0,2600.0,1945.0,1
WRWDT,0.157,-0.321,0.005,147.9,39.8,0.002,9.7,-6.5,0.242,2.0,0.0,0.221,0.456,0.078,3795000000.0,46080000.0,2.4,-12.6,0.0,82.4,42.0,48349.0,4300.0,1988.0,14
WSCS,0.079,-0.16899999999999998,0.027000000000000003,286.0,99.9,0.0,2.6,41.8,0.0,2.0,0.0,0.38,0.5479999999999999,0.073,12642000000.0,66050000.0,2.7,4.6,0.005,191.4,33.0,16718.0,100.0,1955.0,14
WSGJ,0.47200000000000003,0.044000000000000004,0.08800000000000001,233.7,55.0,0.08800000000000001,0.4,18.5,0.065,5.0,0.024,0.379,0.36,0.084,31253000000.0,263180000.0,7.7,6.4,0.0,118.8,6.0,63268.0,4300.0,1995.0,5
WSHT,0.28800000000000003,-0.006999999999999999,-0.008,1943.0,580.0,0.0,0.6,-19.3,0.032,10.0,0.0,0.319,0.561,0.08800000000000001,19388000000.0,14100000.0,9.5,-71.4,0.0,1375.0,5.0,20089.0,100.0,1996.0,14
YES,0.061,-0.77,0.011000000000000001,88.0,5.6,0.0,2.8,-99.3,0.451,10.0,0.0,0.122,0.221,0.207,33123000000.0,2287470000.0,0.4,-0.1,0.036000000000000004,14.5,4.0,172309.0,525400.0,1998.0,5
ZEE,0.335,-0.445,0.191,376.2,114.0,0.0,1.7,16.5,0.479,1.0,0.179,0.055999999999999994,0.251,0.034,194395000000.0,960450000.0,10.8,12.3,0.365,202.4,27.0,92910.0,48300.0,1992.0,6
ZFSG,0.247,-0.168,0.142,466.0,199.0,0.0,0.0,-0.3,0.001,10.0,0.258,0.262,0.479,0.001,3288000000.0,9070000.0,4.4,-1153.8,0.0,362.6,2.0,7851.0,2300.0,1980.0,14
ZNEWS,0.057,-0.34299999999999997,0.06,11.9,2.9,0.0,0.0,-7.6,0.061,1.0,0.0,0.19699999999999998,0.691,0.051,2231000000.0,362150000.0,3.2,-0.8,0.35700000000000004,6.2,27.0,103830.0,300.0,2006.0,14
ZUAR,0.201,-0.002,0.174,80.4,22.4,0.0,0.8,-3.8,0.038,10.0,0.255,0.177,0.39399999999999996,0.136,3642000000.0,58880000.0,-25.4,-16.4,0.11800000000000001,61.9,19.0,35508.0,200.0,1967.0,14
